drug_id,active_ingredient
2082_train, BÉSILATE D'AMLODIPINE
2083_train,BROMFÉNAC SODIQUE SESQUIHYDRATÉ
2083_train, BROMFÉNAC
2084_train,TOPIRAMATE
2085_train,DOXYCYCLINE MONOHYDRATÉE
2085_train, DOXYCYCLINE ANHYDRE
2086_train,AMOXICILLINE ANHYDRE
2086_train, AMOXICILLINE TRIHYDRATÉE
2086_train, ACIDE CLAVULANIQUE
2086_train, CLAVULANATE DE POTASSIUM
2087_train,LÉNOGRASTIM 
2088_train,AMOXICILLINE TRIHYDRATÉE
2088_train, AMOXICILLINE ANHYDRE
2089_train,HYDROCHLOROTHIAZIDE
2089_train, CHLORHYDRATE D'AMILORIDE ANHYDRE
2089_train, CHLORHYDRATE D'AMILORIDE
2090_train,LAMOTRIGINE
2091_train,HYDROCHLOROTHIAZIDE
2091_train, LOSARTAN POTASSIQUE
2092_train,ALPRAZOLAM
2093_train,SULINDAC
2094_train,OLANZAPINE
2095_train,ACÉTATE D'ALPHA-TOCOPHÉROL
2096_train,LÉVOTHYROXINE SODIQUE
2097_train,MALÉATE DE TRIMÉBUTINE
2098_train,RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ
2098_train, RISÉDRONATE MONOSODIQUE ANHYDRE
2099_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2099_train, PANTOPRAZOLE
2100_train,CARBOMÈRE 974P
2101_train,LANSOPRAZOLE
2102_train,VALACICLOVIR
2102_train, CHLORHYDRATE DE VALACICLOVIR
2103_train,RISÉDRONATE MONOSODIQUE ANHYDRE
2104_train,OLANZAPINE
2105_train,VALSARTAN
2106_train,GRANISÉTRON BASE
2106_train, CHLORHYDRATE DE GRANISÉTRON
2107_train,IBUPROFÈNE
2108_train,GABAPENTINE
2109_train,ATORVASTATINE
2109_train, ATORVASTATINE CALCIQUE
2110_train,CHLORHYDRATE DE NÉBIVOLOL
2110_train, NÉBIVOLOL BASE
2111_train,LÉVÉTIRACÉTAM
2112_train,GLIMÉPIRIDE
2113_train,HYDROCHLOROTHIAZIDE
2113_train, TELMISARTAN
2114_train,CÉFADROXIL
2114_train, CÉFADROXIL MONOHYDRATÉ
2115_train,ESLICARBAZÉPINE (ACÉTATE D')
2116_train,CÉFIXIME ANHYDRE
2116_train, CÉFIXIME TRIHYDRATÉE
2117_train,CHLORURE DE SODIUM
2118_train,PRAMIPEXOLE BASE
2118_train, PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ
2119_train,SIMVASTATINE
2120_train,CHLORHYDRATE DE TERBINAFINE
2120_train, TERBINAFINE
2121_train,CANDÉSARTAN CILEXÉTIL
2122_train,NITRENDIPINE
2123_train,RAMIPRIL
2124_train,CÉFADROXIL MONOHYDRATÉ
2124_train, CÉFADROXIL
2125_train,LANSOPRAZOLE
2126_train,LANSOPRAZOLE
2127_train,GLUCOSE ANHYDRE
2128_train,RABÉPRAZOLE BASE
2128_train, RABÉPRAZOLE SODIQUE
2129_train,RIVASTIGMINE BASE
2129_train, HYDROGÉNOTARTRATE DE RIVASTIGMINE
2130_train,VENLAFAXINE
2130_train, CHLORHYDRATE DE VENLAFAXINE
2131_train,CHLORHYDRATE DE DILTIAZEM
2132_train,VALSARTAN
2133_train,BÉTAMÉTHASONE
2133_train, BÉTAMÉTHASONE
2133_train, DIPROPIONATE DE BÉTAMÉTHASONE
2133_train, BÉTAMÉTHASONE (PHOSPHATE DISODIQUE DE)
2134_train,LANSOPRAZOLE
2135_train,CHLORHYDRATE DE TRAMADOL
2135_train, PARACÉTAMOL
2136_train,MONTÉLUKAST
2136_train, MONTÉLUKAST SODIQUE
2137_train,CHLORURE DE SODIUM
2138_train,ROPINIROLE
2138_train, CHLORHYDRATE DE ROPINIROLE
2139_train,OMÉPRAZOLE
2140_train,FER (OXALATE DE)
2140_train, DAPSONE
2141_train,MALÉATE DE TIMOLOL
2141_train, TIMOLOL
2141_train, LATANOPROST
2142_train,AMANTADINE (CHLORHYDRATE D')
2143_train,HYDROCHLOROTHIAZIDE
2143_train, HÉMIFUMARATE D'ALISKIRÈNE
2143_train, ALISKIRÈNE
2144_train,PARACÉTAMOL
2144_train, CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ
2145_train,MALÉATE DE TRIMÉBUTINE
2146_train,SERTRALINE BASE
2146_train, CHLORHYDRATE DE SERTRALINE
2147_train,CHLORHYDRATE D'ALFUZOSINE
2148_train,RAMIPRIL
2149_train,CANDÉSARTAN CILEXÉTIL
2150_train,PÉRINDOPRIL TERT-BUTYLAMINE
2151_train,DICHLORHYDRATE DE BÉTAHISTINE
2152_train,CABERGOLINE
2153_train,PANTOPRAZOLE
2153_train, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2154_train,LERCANIDIPINE (CHLORHYDRATE DE)
2155_train,NITRATE D'ÉCONAZOLE
2156_train,FENTANYL
2157_train,FUMARATE DE RUPATADINE
2157_train, RUPATADINE
2158_train,PRAVASTATINE SODIQUE
2159_train,CHLORHYDRATE DE METFORMINE
2159_train, METFORMINE BASE
2160_train,ÉSOMÉPRAZOLE
2160_train, ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ
2161_train,CITRATE DE FENTANYL
2161_train, FENTANYL
2162_train,OMÉPRAZOLE
2163_train,CICLOPIROX
2164_train,CALCITRIOL
2165_train,PARACÉTAMOL
2166_train,PALMIER DE FLORIDE (EXTRAIT LIPIDO-STÉROLIQUE DE)
2167_train,CHLORHYDRATE DE TRAMADOL
2168_train,DALTÉPARINE SODIQUE 
2169_train,CLOPIDOGREL
2169_train, CLOPIDOGREL (CHLORHYDRATE DE)
2170_train,LORATADINE
2171_train,KÉTOCONAZOLE
2172_train,PARACÉTAMOL
2173_train,MÉTRONIDAZOLE
2174_train,LERCANIDIPINE (CHLORHYDRATE DE)
2175_train,CHLORHYDRATE D'OXYCODONE
2175_train, OXYCODONE
2176_train,RAMIPRIL
2177_train,MÉSALAZINE
2178_train,ACÉTYLSALICYLATE DE DL-LYSINE
2178_train, ACIDE ACÉTYLSALICYLIQUE
2179_train,AMOXICILLINE TRIHYDRATÉE
2179_train, ACIDE CLAVULANIQUE
2179_train, CLAVULANATE DE POTASSIUM
2179_train, AMOXICILLINE ANHYDRE
2180_train,ANASTROZOLE
2181_train,ATÉNOLOL
2182_train,AMOXICILLINE TRIHYDRATÉE
2182_train, ACIDE CLAVULANIQUE
2182_train, CLAVULANATE DE POTASSIUM
2182_train, AMOXICILLINE ANHYDRE
2183_train,HYDROCHLOROTHIAZIDE
2183_train, MALÉATE D'ÉNALAPRIL
2184_train,PARACÉTAMOL
2185_train,LORATADINE
2186_train,ATORVASTATINE
2186_train, ATORVASTATINE CALCIQUE
2187_train,ATORVASTATINE
2187_train, ATORVASTATINE CALCIQUE
2188_train,RÉPAGLINIDE
2189_train,MOXONIDINE
2190_train,CHLORHYDRATE DE FEXOFÉNADINE
2191_train,TELMISARTAN
2191_train, HYDROCHLOROTHIAZIDE
2192_train,AMOXICILLINE ANHYDRE
2192_train, AMOXICILLINE TRIHYDRATÉE
2192_train, ACIDE CLAVULANIQUE
2192_train, CLAVULANATE DE POTASSIUM
2193_train,MÉMANTINE
2193_train, CHLORHYDRATE DE MÉMANTINE
2194_train,SOMATROPINE 
2195_train,ONDANSÉTRON
2196_train,CEFTRIAXONE SODIQUE
2196_train, CEFTRIAXONE BASE
2197_train,PANTOPRAZOLE
2197_train, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2198_train,ACICLOVIR
2199_train,MÉTHOXSALÈNE
2200_train,DIDANOSINE
2201_train,TRANDOLAPRIL
2201_train, CHLORHYDRATE DE VÉRAPAMIL
2202_train,OXALATE D'ESCITALOPRAM
2202_train, ESCITALOPRAM
2203_train,RIBAVIRINE
2204_train,OXALATE D'ESCITALOPRAM
2204_train, ESCITALOPRAM
2205_train,OLMÉSARTAN MÉDOXOMIL
2206_train,LATANOPROST
2207_train,INTERFÉRON BÊTA-1B
2208_train,PRAVASTATINE SODIQUE
2209_train,VALSARTAN
2210_train,ISOCONAZOLE (NITRATE D')
2211_train,CALCITONINE DE SAUMON
2212_train,LATANOPROST
2213_train,LORATADINE
2214_train,CANDÉSARTAN CILEXÉTIL
2215_train,MOXONIDINE
2216_train,ATORVASTATINE CALCIQUE
2216_train, ATORVASTATINE
2217_train,CHLORHYDRATE D'OXYCODONE
2217_train, OXYCODONE
2218_train,DIAZÉPAM
2219_train,OMÉPRAZOLE
2220_train,CEFTRIAXONE SODIQUE
2220_train, CEFTRIAXONE BASE
2221_train,HYDROCHLOROTHIAZIDE
2221_train, VALSARTAN
2222_train,HYDROCHLOROTHIAZIDE
2222_train, IRBÉSARTAN
2223_train,PEGINTERFÉRON ALFA-2A 
2224_train,PAROXÉTINE BASE
2224_train, CHLORHYDRATE DE PAROXÉTINE ANHYDRE
2225_train,PHÉNYLALANINE
2225_train, POTASSIUM (PHOSPHATE MONOACIDE DE)
2225_train, VALINE
2225_train, ISOLEUCINE
2225_train, LEUCINE
2225_train, THRÉONINE
2225_train, CHLORURE DE SODIUM
2225_train, ALANINE
2225_train, DL-LYSINE (MONOCHLORHYDRATE DE)
2225_train, SÉRINE
2225_train, ACÉTATE DE SODIUM
2225_train, TRYPTOPHANE L
2225_train, PROLINE
2225_train, TYROSINE
2225_train, HISTIDINE
2225_train, ARGININE
2225_train, CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ
2225_train, MÉTHIONINE
2225_train, CHLORURE DE CALCIUM
2225_train, L-LYSINE
2225_train, GLUCOSE MONOHYDRATÉ
2225_train, GLUCOSE ANHYDRE
2225_train, GLYCINE
2226_train,HÉMIFUMARATE DE BISOPROLOL
2227_train,GLIBENCLAMIDE
2228_train,MÉTHOXY POLYÉTHYLÈNE GLYCOL-ÉPOÉTINE BÊTA 
2229_train,MÉROPÉNEM ANHYDRE
2229_train, MÉROPÉNEM TRIHYDRATÉ
2230_train,HYDROCHLOROTHIAZIDE
2230_train, OLMÉSARTAN MÉDOXOMIL
2231_train,GLICLAZIDE
2232_train,TACROLIMUS MONOHYDRATÉ
2233_train,LORMÉTAZÉPAM
2234_train,CHLORHYDRATE DE PROCAÏNE
2235_train,VALSARTAN
2235_train, HYDROCHLOROTHIAZIDE
2236_train,CALCIUM ÉLÉMENT
2236_train, CALCIUM (CARBONATE DE)
2237_train,TELMISARTAN
2238_train,ALFACALCIDOL
2239_train,SODIUM (BICARBONATE DE)
2239_train, SODIUM (ALGINATE DE)
2240_train,RITONAVIR
2240_train, LOPINAVIR
2241_train,LÉVÉTIRACÉTAM
2242_train,ROPINIROLE BASE
2242_train, ROPINIROLE (CHLORHYDRATE DE)
2243_train,PHLOROGLUCINOL HYDRATÉ
2243_train, PHLOROGLUCINOL ANHYDRE
2243_train, PHLOROGLUCINOL (TRIMÉTHYL ÉTHER DU)
2244_train,CANDÉSARTAN CILEXÉTIL
2245_train,BÉTAXOLOL BASE
2245_train, CHLORHYDRATE DE BÉTAXOLOL
2246_train,ESCITALOPRAM
2246_train, OXALATE D'ESCITALOPRAM
2247_train,RISPÉRIDONE
2248_train,LOSARTAN POTASSIQUE
2249_train,ROXITHROMYCINE
2250_train,INDAPAMIDE
2251_train,FLUVASTATINE SODIQUE
2251_train, FLUVASTATINE BASE
2252_train,OLANZAPINE
2253_train,LERCANIDIPINE
2253_train, CHLORHYDRATE DE LERCANIDIPINE
2254_train,VALSARTAN
2254_train, HYDROCHLOROTHIAZIDE
2255_train,VENLAFAXINE
2255_train, CHLORHYDRATE DE VENLAFAXINE
2256_train,PARACÉTAMOL
2257_train,CHLORHYDRATE DE TRAMADOL
2258_train,IODE
2258_train, IODIXANOL
2259_train,VALSARTAN
2260_train,DARBÉPOÉTINE ALFA 
2261_train,CHLORHYDRATE DE TERBINAFINE
2261_train, TERBINAFINE
2262_train,ATORVASTATINE CALCIQUE
2262_train, ATORVASTATINE
2263_train,ITRACONAZOLE
2264_train,CHLORHYDRATE DE DONÉPÉZIL
2264_train, DONÉPÉZIL BASE
2265_train,VALSARTAN
2266_train,CIPROFLOXACINE
2266_train, CHLORHYDRATE DE CIPROFLOXACINE
2267_train,BROMHYDRATE DE DEXTROMÉTHORPHANE
2268_train,LISINOPRIL ANHYDRE
2268_train, LISINOPRIL DIHYDRATÉ
2269_train,BUDÉSONIDE
2270_train,LISINOPRIL ANHYDRE
2270_train, LISINOPRIL DIHYDRATÉ
2271_train,IOPAMIDOL
2271_train, IODE
2272_train,PHOSPHATE MONOSODIQUE DIHYDRATÉ
2272_train, ARGININE
2272_train, MAGNÉSIUM (ACÉTATE DE) TÉTRAHYDRATÉ
2272_train, TRIGLYCÉRIDES D'ACIDES OMÉGA-3 
2272_train, ACÉTATE DE SODIUM TRIHYDRATÉ
2272_train, CHLORHYDRATE DE LYSINE
2272_train, TRIGLYCÉRIDES À CHAÎNE MOYENNE
2272_train, ACIDE ASPARTIQUE
2272_train, CHLORURE DE SODIUM
2272_train, TRYPTOPHANE L
2272_train, HYDROXYDE DE SODIUM
2272_train, CHLORHYDRATE D'HISTIDINE MONOHYDRATÉ
2272_train, VALINE
2272_train, HISTIDINE
2272_train, ALANINE
2272_train, GLUCOSE ANHYDRE
2272_train, LYSINE
2272_train, PHÉNYLALANINE
2272_train, PROLINE
2272_train, ACÉTATE DE POTASSIUM
2272_train, ISOLEUCINE
2272_train, LEUCINE
2272_train, ACÉTATE DE ZINC DIHYDRATÉ
2272_train, GLYCINE
2272_train, SÉRINE
2272_train, GLUCOSE MONOHYDRATÉ
2272_train, CHLORURE DE CALCIUM DIHYDRATÉ
2272_train, THRÉONINE
2272_train, MÉTHIONINE
2272_train, HUILE DE SOJA RAFFINÉE
2272_train, ACIDE GLUTAMIQUE
2273_train,ATÉNOLOL
2274_train,DÉSOGESTREL
2275_train,RAMIPRIL
2276_train,IRBÉSARTAN
2277_train,BÉCLOMÉTASONE (DIPROPIONATE DE)
2278_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2278_train, PANTOPRAZOLE
2279_train,SPIRONOLACTONE
2280_train,NICARDIPINE (CHLORHYDRATE DE)
2281_train,VALSARTAN
2281_train, HYDROCHLOROTHIAZIDE
2282_train,SULFATE DE SALBUTAMOL
2282_train, SALBUTAMOL
2283_train,NITRATE D'ÉCONAZOLE
2284_train,OFLOXACINE
2285_train,CÉLÉCOXIB
2286_train,VALSARTAN
2287_train,FENTANYL
2288_train,SOMATROPINE 
2289_train,HYDROCHLOROTHIAZIDE
2289_train, TELMISARTAN
2290_train,CHLORHYDRATE DE MÉMANTINE
2290_train, MÉMANTINE
2291_train,CEFTAZIDIME PENTAHYDRATÉE
2291_train, CEFTAZIDIME ANHYDRE
2292_train,ÉBASTINE
2293_train,ESCITALOPRAM
2293_train, OXALATE D'ESCITALOPRAM
2294_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2294_train, PANTOPRAZOLE
2295_train,KÉTOPROFÈNE
2296_train,LAMOTRIGINE
2297_train,INSULINE HUMAINE RECOMBINANTE ISOPHANE 
2298_train,EMTRICITABINE
2299_train,HÉMIFUMARATE DE BISOPROLOL
2300_train,CHLORHYDRATE DE NÉBIVOLOL
2300_train, NÉBIVOLOL BASE
2301_train,PROLINE
2301_train, SÉRINE
2301_train, ISOLEUCINE
2301_train, TAURINE
2301_train, GLUCOSE ANHYDRE
2301_train, HISTIDINE
2301_train, CHLORURE DE SODIUM
2301_train, LEUCINE
2301_train, ACIDE CHLORHYDRIQUE
2301_train, GLYCINE
2301_train, TYROSINE
2301_train, LYSINE
2301_train, ALANINE
2301_train, ARGININE
2301_train, VALINE
2301_train, PHÉNYLALANINE
2301_train, GLUCOSE MONOHYDRATÉ
2301_train, THRÉONINE
2301_train, CALCIUM (CHLORURE DE) DIHYDRATÉ
2301_train, MÉTHIONINE
2301_train, HYDROXYDE DE POTASSIUM
2301_train, CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ
2301_train, TRYPTOPHANE L
2301_train, CHLORHYDRATE DE LYSINE
2301_train, ACIDE ACÉTIQUE GLACIAL
2301_train, GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ
2301_train, CHLORURE DE ZINC
2302_train,ÉPOÉTINE ALFA 
2303_train,CHLORHYDRATE DE LERCANIDIPINE
2304_train,LOSARTAN
2304_train, HYDROCHLOROTHIAZIDE
2304_train, LOSARTAN POTASSIQUE
2305_train,TRANDOLAPRIL
2306_train,CHLORURE DE SODIUM
2307_train,AMOXICILLINE ANHYDRE
2307_train, AMOXICILLINE TRIHYDRATÉE
2308_train,CLOTIAZÉPAM
2309_train,CHLORHYDRATE DE METFORMINE
2309_train, METFORMINE
2310_train,PÉRINDOPRIL
2310_train, PÉRINDOPRIL ARGININE
2311_train,LÉVÉTIRACÉTAM
2312_train,MALÉATE DE TRIMÉBUTINE
2313_train,ALLOPURINOL
2314_train,PROGUANIL (CHLORHYDRATE DE)
2315_train,PÉRINDOPRIL TERT-BUTYLAMINE
2315_train, PÉRINDOPRIL
2316_train,RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ
2316_train, RISÉDRONATE MONOSODIQUE ANHYDRE
2317_train,GLICLAZIDE
2318_train,FLUMÉQUINE
2319_train,RISPÉRIDONE
2320_train,CHLORHYDRATE DE NARATRIPTAN
2320_train, NARATRIPTAN
2321_train,TROPATÉPINE (CHLORHYDRATE DE)
2322_train,CANDÉSARTAN CILEXÉTIL
2323_train,CHLORHYDRATE DE BIPÉRIDÈNE
2324_train,LÉVONORGESTREL
2324_train, ÉTHINYLESTRADIOL
2324_train, LÉVONORGESTREL
2324_train, ÉTHINYLESTRADIOL
2325_train,MOXONIDINE
2326_train,LOSARTAN POTASSIQUE
2327_train,RISPÉRIDONE
2328_train,CHLORHYDRATE DE TRAMADOL
2329_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2329_train, PANTOPRAZOLE
2330_train,PALIPÉRIDONE
2330_train, PALMITATE DE PALIPÉRIDONE
2331_train,CHLORHYDRATE DE MILNACIPRAN
2331_train, MILNACIPRAN
2332_train,LANSOPRAZOLE
2333_train,OLANZAPINE
2334_train,PRAVASTATINE SODIQUE
2335_train,PANTOPRAZOLE
2335_train, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2336_train,RISPÉRIDONE
2337_train,TELMISARTAN
2338_train,AMIODARONE (CHLORHYDRATE D')
2339_train,IRBÉSARTAN
2340_train,IBUPROFÈNE
2341_train,EXÉMESTANE
2342_train,HYDROCHLOROTHIAZIDE
2342_train, BISOPROLOL (FUMARATE DE)
2343_train,ACIDE CLAVULANIQUE
2343_train, AMOXICILLINE
2343_train, CLAVULANATE DE POTASSIUM
2343_train, AMOXICILLINE TRIHYDRATÉE
2344_train,CHLORHYDRATE DE DONÉPÉZIL
2344_train, DONÉPÉZIL BASE
2345_train,CHLORHYDRATE DE RANITIDINE
2345_train, RANITIDINE BASE
2346_train,LATANOPROST
2347_train,LATANOPROST
2348_train,IOHEXOL
2348_train, IODE
2349_train,CANDÉSARTAN CILEXÉTIL
2350_train,RAMIPRIL
2351_train,IOPAMIDOL
2351_train, IODE
2352_train,CHLORHYDRATE D'AMIODARONE
2353_train,VALSARTAN
2354_train,ACARBOSE
2355_train,MÉGLUMINE
2355_train, GADOBÉNATE DE DIMÉGLUMINE
2355_train, ACIDE GADOBÉNIQUE
2356_train,TOPIRAMATE
2357_train,FUROSÉMIDE
2358_train,ARTÉMÉTHER
2358_train, LUMÉFANTRINE
2359_train,TELMISARTAN
2359_train, HYDROCHLOROTHIAZIDE
2360_train,HYDROCHLOROTHIAZIDE
2360_train, TELMISARTAN
2361_train,RISPÉRIDONE
2362_train,SIMVASTATINE
2363_train,SULFADIAZINE
2364_train,FÉNOFIBRATE
2365_train,RISPÉRIDONE
2366_train,ANDROSTANOLONE
2367_train,ÉNOXAPARINE SODIQUE 
2368_train,ATORVASTATINE CALCIQUE
2368_train, ATORVASTATINE
2369_train,BICARBONATE DE SODIUM
2369_train, ALGINATE DE SODIUM
2370_train,FENTANYL
2370_train, CITRATE DE FENTANYL
2371_train,ACIDE CLAVULANIQUE
2371_train, CLAVULANATE DE POTASSIUM
2371_train, AMOXICILLINE
2371_train, AMOXICILLINE TRIHYDRATÉE
2372_train,ALFUZOSINE (CHLORHYDRATE D')
2373_train,PRAVASTATINE SODIQUE
2374_train,ACICLOVIR
2375_train,ATORVASTATINE CALCIQUE
2375_train, ATORVASTATINE
2376_train,BROMOCRIPTINE BASE
2376_train, MÉSILATE DE BROMOCRIPTINE
2377_train,VALSARTAN
2378_train,DONÉPÉZIL BASE
2378_train, CHLORHYDRATE DE DONÉPÉZIL
2379_train,ATORVASTATINE CALCIQUE
2379_train, ATORVASTATINE
2380_train,BÉTAMÉTHASONE
2381_train,MALÉATE DE TRIMÉBUTINE
2382_train,SIMVASTATINE
2383_train,LÉVONORGESTREL
2383_train, ÉTHINYLESTRADIOL
2383_train, ÉTHINYLESTRADIOL
2383_train, LÉVONORGESTREL
2383_train, LÉVONORGESTREL
2383_train, ÉTHINYLESTRADIOL
2384_train,ROPINIROLE BASE
2384_train, CHLORHYDRATE DE ROPINIROLE
2385_train,MINOCYCLINE BASE
2385_train, CHLORHYDRATE DE MINOCYCLINE
2386_train,SUCCINATE DE SOLIFÉNACINE
2386_train, SOLIFÉNACINE
2387_train,CHLORHYDRATE DE TRAMADOL
2388_train,CHLORHYDRATE D'AMOROLFINE
2388_train, AMOROLFINE BASE
2389_train,ACIDE CLAVULANIQUE
2389_train, AMOXICILLINE
2389_train, CLAVULANATE DE POTASSIUM
2389_train, AMOXICILLINE SODIQUE
2390_train,FLUVASTATINE BASE
2390_train, FLUVASTATINE SODIQUE
2391_train,ACÉCLOFÉNAC
2392_train,TIMOLOL
2392_train, DORZOLAMIDE
2392_train, CHLORHYDRATE DE DORZOLAMIDE
2392_train, MALÉATE DE TIMOLOL
2393_train,LISINOPRIL ANHYDRE
2393_train, LISINOPRIL DIHYDRATÉ
2394_train,ALUMINIUM (PHOSPHATE D')
2394_train, GEL DE
2395_train,ERGOCALCIFÉROL
2396_train,OXCARBAZÉPINE
2397_train,VALACICLOVIR
2397_train, CHLORHYDRATE DE VALACICLOVIR
2398_train,CÉLIPROLOL (CHLORHYDRATE DE)
2399_train,RAMIPRIL
2400_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2400_train, PANTOPRAZOLE
2401_train,KÉTOCONAZOLE
2402_train,CHLORHYDRATE DE TRAMADOL
2403_train,PARACÉTAMOL
2404_train,HYDROCHLOROTHIAZIDE
2404_train, LOSARTAN POTASSIQUE
2405_train,AZATHIOPRINE
2406_train,LÉVONORGESTREL
2407_train,CHLORHYDRATE DE DILTIAZEM
2408_train,HYDROCHLOROTHIAZIDE
2408_train, LOSARTAN POTASSIQUE
2409_train,MOLSIDOMINE
2410_train,ANTIGÈNE DE BORDETELLA PERTUSSIS : PERTACTINE
2410_train, ANATOXINE TÉTANIQUE 
2410_train, VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ 
2410_train, VIRUS POLIOMYELITIQUE SOUCHE MAHONEY DE TYPE 1 INACTIVÉ 
2410_train, ANTIGÈNE DE BORDETELLA PERTUSSIS : ANATOXINE 
2410_train, VIRUS POLIOMYÉLITIQUE SOUCHE MEF-1 DE TYPE 2 INACTIVÉ 
2410_train, ANATOXINE DIPHTÉRIQUE 
2410_train, ANTIGÈNE DE BORDETELLA PERTUSSIS : HÉMAGGLUTININE FILAMENTEUSE 
2411_train,PROPRANOLOL (CHLORHYDRATE DE)
2412_train,OMÉPRAZOLE
2413_train,CLOPIDOGREL BASE
2413_train, CLOPIDOGREL (HYDROGÉNOSULFATE DE)
2414_train,LATANOPROST
2415_train,OLANZAPINE
2416_train,DOXYCYCLINE MONOHYDRATÉE
2417_train,VENLAFAXINE
2417_train, CHLORHYDRATE DE VENLAFAXINE
2418_train,CIPROFLOXACINE
2418_train, CHLORHYDRATE DE CIPROFLOXACINE
2419_train,IOHEXOL
2419_train, IODE
2420_train,AMOXICILLINE TRIHYDRATÉE
2420_train, AMOXICILLINE ANHYDRE
2420_train, CLAVULANIQUE (ACIDE)
2420_train, CLAVULANATE DE POTASSIUM
2421_train,DOXÉPINE (CHLORHYDRATE DE)
2421_train, DOXÉPINE
2422_train,CIPROFLOXACINE
2422_train, CHLORHYDRATE DE CIPROFLOXACINE
2423_train,ACÉTATE DE FLÉCAÏNIDE
2424_train,FUROSÉMIDE
2425_train,OLANZAPINE
2426_train,LOSARTAN POTASSIQUE
2427_train,AMOXICILLINE TRIHYDRATÉE
2427_train, AMOXICILLINE ANHYDRE
2427_train, CLAVULANIQUE (ACIDE)
2427_train, CLAVULANATE DE POTASSIUM
2428_train,CHLORHYDRATE DE VENLAFAXINE
2428_train, VENLAFAXINE
2429_train,RABÉPRAZOLE BASE
2429_train, RABÉPRAZOLE SODIQUE
2430_train,MÉTRONIDAZOLE
2431_train,TRANDOLAPRIL
2432_train,ÉTHINYLESTRADIOL
2432_train, NORGESTREL
2433_train,PRAVASTATINE SODIQUE
2434_train,CLODRONATE DISODIQUE TETRAHYDRATÉ
2435_train,VALÉRATE D'ESTRADIOL
2435_train, ACÉTATE DE MÉDROXYPROGESTÉRONE
2436_train,VALPROATE DE SODIUM
2437_train,CLARITHROMYCINE
2438_train,FINASTÉRIDE
2439_train,UROFOLLITROPINE 
2440_train,RAMIPRIL
2441_train,NORÉTHISTÉRONE
2441_train, ÉTHINYLESTRADIOL
2441_train, ÉTHINYLESTRADIOL
2441_train, NORÉTHISTÉRONE
2441_train, NORÉTHISTÉRONE
2441_train, ÉTHINYLESTRADIOL
2442_train,METFORMINE BASE
2442_train, CHLORHYDRATE DE METFORMINE
2443_train,SIMVASTATINE
2444_train,KÉTOPROFÈNE
2445_train,SALMÉTÉROL BASE
2445_train, XINAFOATE DE SALMÉTÉROL
2445_train, PROPIONATE DE FLUTICASONE
2446_train,LÉFLUNOMIDE
2447_train,MALÉATE DE TRIMÉBUTINE
2448_train,DICHLORHYDRATE DE CÉTIRIZINE
2449_train,SERTRALINE BASE
2449_train, CHLORHYDRATE DE SERTRALINE
2450_train,RISÉDRONATE MONOSODIQUE ANHYDRE
2450_train, RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ
2451_train,CICLOPIROX
2452_train,ATORVASTATINE CALCIQUE TRIHYDRATÉE
2452_train, ATORVASTATINE
2453_train,HYDROCHLOROTHIAZIDE
2453_train, VALSARTAN
2454_train,LISINOPRIL DIHYDRATÉ
2454_train, LISINOPRIL ANHYDRE
2455_train,RISPÉRIDONE
2456_train,HEXAMIDINE (DIISÉTHIONATE D')
2457_train,SPIRAMYCINE
2457_train, MÉTRONIDAZOLE
2458_train,VALSARTAN
2459_train,CORIFOLLITROPINE ALFA 
2460_train,CHLORHYDRATE DE ROPINIROLE
2460_train, ROPINIROLE BASE
2461_train,OFLOXACINE
2462_train,PANTOPRAZOLE
2462_train, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2463_train,BUDÉSONIDE
2464_train,ÉPOÉTINE ZÊTA 
2465_train,PÉRINDOPRIL ARGININE
2465_train, AMLODIPINE
2465_train, PÉRINDOPRIL
2465_train, BÉSILATE D'AMLODIPINE
2466_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
2466_train, PANTOPRAZOLE
2467_train,RISPÉRIDONE
2468_train,PÉRINDOPRIL TERT-BUTYLAMINE
2468_train, INDAPAMIDE
2468_train, PÉRINDOPRIL
2469_train,CHLORHYDRATE DE METFORMINE
2469_train, METFORMINE BASE
2470_train,VALSARTAN
2470_train, HYDROCHLOROTHIAZIDE
